"특성별","경험및변화별","품목군별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"대경권","구입없음","인삼류","비율","","52.8","46","57.4","63.1",
"대경권","구입없음","페놀류","비율","","63.6","60.8","84.5","88.8",
"대경권","구입없음","당 및 탄수화물","비율","","59.9","60","81.3","87.1",
"대경권","구입없음","발효미생물류","비율","","43.8","38.3","42.5","46.3",
"대경권","구입없음","신규기능성식품","비율","","","","67.7","66.5",
"대경권","구입있음","비타민 및 무기질","비율","","65.2","71.4","64.7","64.8",
"대경권","구입있음","식이섬유","비율","","41.7","48.3","20.4","12.5",
"대경권","구입있음","아미노산 및 단백질","비율","","40.5","47.4","28.2","19.5",
"대경권","구입있음","필수지방산","비율","","47.6","53.1","","",
"대경권","구입있음","지방산","비율","","","","39.6","35.5",
"대경권","구입있음","클로렐라/엽록소","비율","","37.5","41.9","","",
"대경권","구입있음","엽록소","비율","","","","13.3","9.3",
"대경권","구입있음","인삼류","비율","","47.2","54","42.6","36.9",
"대경권","구입있음","페놀류","비율","","36.4","39.2","15.5","11.2",
"대경권","구입있음","당 및 탄수화물","비율","","40.1","40","18.7","12.9",
"대경권","구입있음","발효미생물류","비율","","56.2","61.7","57.5","53.7",
"대경권","구입있음","신규기능성식품","비율","","","","32.3","33.5",
"대경권","매우 감소","비타민 및 무기질","비율","%","1.1","0",".5","0",
"대경권","매우 감소","식이섬유","비율","%","1.9","3.8","1.5","3.5",
"대경권","매우 감소","아미노산 및 단백질","비율","%",".9","2.3","0","2.5",
"대경권","매우 감소","필수지방산","비율","%","1.7","1.1","","",
"대경권","매우 감소","지방산","비율","%","","",".4","1.2",
"대경권","매우 감소","클로렐라/엽록소","비율","%",".5","1.8","","",
"대경권","매우 감소","엽록소","비율","%","","","2.1","4.5",
"대경권","매우 감소","인삼류","비율","%","5",".5","1.5","3.3",
"대경권","매우 감소","페놀류","비율","%","1.9","4.6","3.8","3.8",
"대경권","매우 감소","당 및 탄수화물","비율","%","5.3","2.3","5.5","2.8",
"대경권","매우 감소","발효미생물류","비율","%","0","0",".9","1",
"대경권","매우 감소","신규기능성식품","비율","%","","","0","2.1",
"대경권","약간 감소","비타민 및 무기질","비율","%","6.4","7.2","1.3","3.1",
"대경권","약간 감소","식이섬유","비율","%","17.7","17","4.3","14.1",
"대경권","약간 감소","아미노산 및 단백질","비율","%","12.3","11.6","3.6","7.6",
"대경권","약간 감소","필수지방산","비율","%","13.7","13.2","","",
"대경권","약간 감소","지방산","비율","%","","","7.8","13.3",
"대경권","약간 감소","클로렐라/엽록소","비율","%","11.4","12.3","","",
"대경권","약간 감소","엽록소","비율","%","","","5.6","10.9",
"대경권","약간 감소","인삼류","비율","%","14.6","11.1","4.1","10.7",
"대경권","약간 감소","페놀류","비율","%","17.4","9.5","7.6","10.3",
"대경권","약간 감소","당 및 탄수화물","비율","%","13","16.9","1.5","19.1",
"대경권","약간 감소","발효미생물류","비율","%","8.2","6.7","3.2","6.2",
"대경권","약간 감소","신규기능성식품","비율","%","","","5.9","9.1",
"대경권","비슷","비타민 및 무기질","비율","%","82.6","67.4","83.8","92.4",
"대경권","비슷","식이섬유","비율","%","59.7","66.6","79.4","76.7",
"대경권","비슷","아미노산 및 단백질","비율","%","57.1","63.8","76.1","86.4",
"대경권","비슷","필수지방산","비율","%","59.7","59.2","","",
"대경권","비슷","지방산","비율","%","","","81","84.2",
"대경권","비슷","클로렐라/엽록소","비율","%","68","76.4","","",
"대경권","비슷","엽록소","비율","%","","","84","84.6",
"대경권","비슷","인삼류","비율","%","49.5","64.1","74.8","75.9",
"대경권","비슷","페놀류","비율","%","60.9","78.4","79","83.7",
"대경권","비슷","당 및 탄수화물","비율","%","72.3","63.7","72.3","73.5",
"대경권","비슷","발효미생물류","비율","%","59.9","59.7","59.6","83.4",
"대경권","비슷","신규기능성식품","비율","%","","","68.9","80.2",
"대경권","약간 증가","비타민 및 무기질","비율","%","9.9","25.3","13.1","4.5",
"대경권","약간 증가","식이섬유","비율","%","20.7","12.6","14.8","5.8",
"대경권","약간 증가","아미노산 및 단백질","비율","%","25.7","22","19.4","3.5",
"대경권","약간 증가","필수지방산","비율","%","23.9","25.8","","",
"대경권","약간 증가","지방산","비율","%","","","9.4","1.3",
"대경권","약간 증가","클로렐라/엽록소","비율","%","20.1","9.5","","",
"대경권","약간 증가","엽록소","비율","%","","","8.3","0",
"대경권","약간 증가","인삼류","비율","%","30.2","23.8","19.6","9.2",
"대경권","약간 증가","페놀류","비율","%","19.8","7.4","9.6","2.2",
"대경권","약간 증가","당 및 탄수화물","비율","%","9.3","17.1","19.7","4.5",
"대경권","약간 증가","발효미생물류","비율","%","29.7","33.2","33.5","8.6",
"대경권","약간 증가","신규기능성식품","비율","%","","","21.7","8.6",
"대경권","매우 증가","비타민 및 무기질","비율","%","0","0","1.3","0",
"대경권","매우 증가","식이섬유","비율","%","0","0","0","0",
"대경권","매우 증가","아미노산 및 단백질","비율","%","3.9",".3",".9","0",
"대경권","매우 증가","필수지방산","비율","%","1",".7","","",
"대경권","매우 증가","지방산","비율","%","","","1.3","0",
"대경권","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"대경권","매우 증가","엽록소","비율","%","","","0","0",
"대경권","매우 증가","인삼류","비율","%",".7",".5","0",".9",
"대경권","매우 증가","페놀류","비율","%","0","0","0","0",
"대경권","매우 증가","당 및 탄수화물","비율","%","0","0","1","0",
"대경권","매우 증가","발효미생물류","비율","%","2.2",".4","2.8",".9",
"대경권","매우 증가","신규기능성식품","비율","%","","","3.4","0",
"대경권","평균","비타민 및 무기질","비율","점","3.01","3.18","3.13","3.01",
"대경권","평균","식이섬유","비율","점","2.99","2.88","3.07","2.85",
"대경권","평균","아미노산 및 단백질","비율","점","3.19","3.06","3.18","2.91",
"대경권","평균","필수지방산","비율","점","3.09","3.12","","",
"대경권","평균","지방산","비율","점","","","3.03","2.85",
"대경권","평균","클로렐라/엽록소","비율","점","3.08","2.94","","",
"대경권","평균","엽록소","비율","점","","","2.99","2.8",
"대경권","평균","인삼류","비율","점","3.07","3.13","3.12","2.94",
"대경권","평균","페놀류","비율","점","2.99","2.89","2.94","2.84",
"대경권","평균","당 및 탄수화물","비율","점","2.86","2.96","3.09","2.8",
"대경권","평균","발효미생물류","비율","점","3.26","3.27","3.34","3.02",
"대경권","평균","신규기능성식품","비율","점","","","3.23","2.95",
"동남권","구입없음","비타민 및 무기질","비율","","42.4","44.4","9.5","35",
"동남권","구입없음","식이섬유","비율","","81.5","79.6","40.2","51.5",
"동남권","구입없음","아미노산 및 단백질","비율","","87.5","86.5","41","55.9",
"동남권","구입없음","필수지방산","비율","","72","72.9","","",
"동남권","구입없음","지방산","비율","","","","25.4","32.3",
"동남권","구입없음","클로렐라/엽록소","비율","","82.7","87.6","","",
"동남권","구입없음","엽록소","비율","","","","44.8","53.8",
"동남권","구입없음","인삼류","비율","","65.5","62.1","26.8","33.7",
"동남권","구입없음","페놀류","비율","","88.1","88","44.3","49.6",
"동남권","구입없음","당 및 탄수화물","비율","","83","85.9","43","50.2",
"동남권","구입없음","발효미생물류","비율","","55.1","51.9","15.3","29.6",
"동남권","구입없음","신규기능성식품","비율","","","","30.3","36.9",
"동남권","구입있음","비타민 및 무기질","비율","","57.6","55.6","90.5","65",
"동남권","구입있음","식이섬유","비율","","18.5","20.4","59.8","48.5",
"동남권","구입있음","아미노산 및 단백질","비율","","12.5","13.5","59","44.1",
"동남권","구입있음","필수지방산","비율","","28","27.1","","",
"동남권","구입있음","지방산","비율","","","","74.6","67.7",
"동남권","구입있음","클로렐라/엽록소","비율","","17.3","12.4","","",
"동남권","구입있음","엽록소","비율","","","","55.2","46.2",
"동남권","구입있음","인삼류","비율","","34.5","37.9","73.2","66.3",
"동남권","구입있음","페놀류","비율","","11.9","12","55.7","50.4",
"동남권","구입있음","당 및 탄수화물","비율","","17","14.1","57","49.8",
"동남권","구입있음","발효미생물류","비율","","44.9","48.1","84.7","70.4",
"동남권","구입있음","신규기능성식품","비율","","","","69.7","63.1",
"동남권","매우 감소","비타민 및 무기질","비율","%","7.7","7.3","2.1","1.2",
"동남권","매우 감소","식이섬유","비율","%","8.2","1.9","3.2","9.5",
"동남권","매우 감소","아미노산 및 단백질","비율","%",".8","10.2","2.1","10.1",
"동남권","매우 감소","필수지방산","비율","%","9","2.9","","",
"동남권","매우 감소","지방산","비율","%","","",".8","3.8",
"동남권","매우 감소","클로렐라/엽록소","비율","%","7.9","11.7","","",
"동남권","매우 감소","엽록소","비율","%","","","3.8","13.6",
"동남권","매우 감소","인삼류","비율","%","6.5","6.9","2.6","6.4",
"동남권","매우 감소","페놀류","비율","%","10","7.8","2.2","7.7",
"동남권","매우 감소","당 및 탄수화물","비율","%","8.5","13.2","4.5","7.1",
"동남권","매우 감소","발효미생물류","비율","%","5.6","6.7","0",".8",
"동남권","매우 감소","신규기능성식품","비율","%","","","2.3","1.3",
"동남권","약간 감소","비타민 및 무기질","비율","%","9.6","7.3","7.5","3.9",
"동남권","약간 감소","식이섬유","비율","%","5.5","11.5","13.6","20.8",
"동남권","약간 감소","아미노산 및 단백질","비율","%","10.1","15.8","13.4","25.2",
"동남권","약간 감소","필수지방산","비율","%","7.8","20.7","","",
"동남권","약간 감소","지방산","비율","%","","","12.7","10.7",
"동남권","약간 감소","클로렐라/엽록소","비율","%","13.5","9.9","","",
"동남권","약간 감소","엽록소","비율","%","","","22","25",
"동남권","약간 감소","인삼류","비율","%","17.4","26","18.3","18.7",
"동남권","약간 감소","페놀류","비율","%","18.2","5.1","16.9","21.5",
"동남권","약간 감소","당 및 탄수화물","비율","%","16.2","12.8","17.8","18.5",
"동남권","약간 감소","발효미생물류","비율","%","8.3","17.7","6","9.6",
"동남권","약간 감소","신규기능성식품","비율","%","","","12.8","13.1",
"동남권","비슷","비타민 및 무기질","비율","%","69.3","77.7","66.2","74.7",
"동남권","비슷","식이섬유","비율","%","78.2","65.4","59.5","61",
"동남권","비슷","아미노산 및 단백질","비율","%","59.5","67.6","66","58",
"동남권","비슷","필수지방산","비율","%","66.8","64","","",
"동남권","비슷","지방산","비율","%","","","63.3","58.7",
"동남권","비슷","클로렐라/엽록소","비율","%","65.9","70.9","","",
"동남권","비슷","엽록소","비율","%","","","62.3","53.2",
"동남권","비슷","인삼류","비율","%","61.1","59.3","58","57.8",
"동남권","비슷","페놀류","비율","%","62.9","80.6","67.4","60.7",
"동남권","비슷","당 및 탄수화물","비율","%","68","64.2","67.7","58.4",
"동남권","비슷","발효미생물류","비율","%","63.3","62.7","55.3","57.7",
"동남권","비슷","신규기능성식품","비율","%","","","66.2","53.2",
"동남권","약간 증가","비타민 및 무기질","비율","%","13.3","7.7","23","20.3",
"동남권","약간 증가","식이섬유","비율","%","8.1","21.2","23.8","8.6",
"동남권","약간 증가","아미노산 및 단백질","비율","%","29.7","6.4","18","6.7",
"동남권","약간 증가","필수지방산","비율","%","12.9","12.4","","",
"동남권","약간 증가","지방산","비율","%","","","23.2","25.4",
"동남권","약간 증가","클로렐라/엽록소","비율","%","10","7.6","","",
"동남권","약간 증가","엽록소","비율","%","","","11.9","8.2",
"동남권","약간 증가","인삼류","비율","%","15","7.9","21.1","15.7",
"동남권","약간 증가","페놀류","비율","%","8.9","6.4","13.6","10",
"동남권","약간 증가","당 및 탄수화물","비율","%","7.2","9.7","9.7","15.8",
"동남권","약간 증가","발효미생물류","비율","%","22.9","12.9","37.5","28.8",
"동남권","약간 증가","신규기능성식품","비율","%","","","17.8","31.3",
"동남권","매우 증가","비타민 및 무기질","비율","%","0","0","1.2","0",
