코드유형,코드,코드명
심사조정사유코드,YD        ,"식대 계산착오금액 조정, 차상위환자 기본식대 계산착오금액 조정"
심사조정사유코드,YE        ,식대 비급여 대상 조정
심사조정사유코드,YK        ,식대코드 산정착오분 조정
심사조정사유코드,YS        ,"식대비용 요양급여기준 범위초과 조정, 차상위환자 기본식대 요양급여기준 범위초과 조정(일괄조정)"
심사조정사유코드,YZ        ,식대 Ⅰ/Ⅱ 적용착오분 조정
심사조정사유코드,Z         ,허위청구(본인부담액은 적정징수)
심사조정사유코드,ZS        ,허위청구(본인부담액은 적정징수)(일괄조정)
심사조정코드,0,심사무
심사조정코드,1,상근심사위원 심사건
심사조정코드,2,비상근심사위원 심사건
심사조정코드,9,심사직원 심사조정건
연령구간구분코드,A         ,17세에서 분류번호 분기
연령구간구분코드,B         ,64세에서 분류번호 분기
연령구간구분코드,C         ,"17, 64세에서 분류번호 분기"
연령구간구분코드,N         ,연령구분 없음
연령구간코드,1,10세 미만
연령구간코드,2,10세 이상 ~ 20세 미만
연령구간코드,3,20세 이상 ~ 30세 미만
연령구간코드,4,30세 이상 ~ 40세 미만
연령구간코드,5,40세 이상 ~ 50세 미만
연령구간코드,6,50세 이상 ~ 60세 미만
연령구간코드,7,60세 이상 ~ 65세 미만
연령구간코드,8,65세 이상 ~ 70세 미만
연령구간코드,9,70세 이상 ~ 80세 미만
연령구간코드,10,80세 이상 ~ 90세 미만
연령구간코드,11,90세 이상
연령구분코드,0,연령>17세
연령구분코드,1,연령 0-17
연령구분코드,2,연령 > 17
연령구분코드,3,연령 > 64
연령구분코드,N         , 구분없음
예외구분코드,0,해당사항없음
예외구분코드,1,"약국이 없는 지역, 재해발생지역, 보건기관중 예외기관"
예외구분코드,11,응급환자
예외구분코드,13,"정신보건법에 의해 정신요양시설에 수용중인 정신질환자 및 정신분열증,조울증 등 자신 또는 타인을 해할 우려가 있는 정신질환자"
예외구분코드,15,감염병의 예방 및 관리에 관한 법률에 따른 제1군 감염병환자
예외구분코드,17,국가유공자등 예우및지원에 관한 법령에 의한 상이등급 1급 내지 3급 해당자
예외구분코드,19,"장애인복지관련법령에 의한 1급 2급장애인 및 이에 준하는 장애인,장애인복지법에의한 1급 2급장애인 및 중증장애인 보호자와 동반한 소아환자, 고엽제후유의증환자 지원등에 관한 법령에 의한 고도장애인"
예외구분코드,21,"파킨슨질환자, 한센병 환자"
예외구분코드,23,장기이식을 받은 자에 대하여 이에 관련된 치료를 하거나 후천성면역결핍증환자에 대하여 해당 질병을 치료하기 위하여 조제하는 경우
예외구분코드,25,사회복지사업법에 의한 사회복지시설 입소자
예외구분코드,27,"가정간호대상자, 방문 보건 의료사업 대상자"
예외구분코드,29,"협진(한양방,양한방,양양방)환자"
예외구분코드,31,"행형법에 의한 교정시설, 소년원법에 의한 소년보호시설,치료감호법에 의한 치료감호시설 수용자"
예외구분코드,41,"감염병예방접종약,진단용의약품"
예외구분코드,43,"보건소, 보건지소, 결핵협회부속의원에서 결핵예방법에 의하여 결핵치료제를 투여하는 경우"
예외구분코드,45,"의료기관 조제실 제제, 임상시험용 의약품, 마약, 방사성의약품, 신장투석액 및 이식정 등 투약을 위하여 기계, 장치를 이용하거나 시술이 필요한 의약품, 식품의약품안전청장이 정하는 희귀의약품"
예외구분코드,47,6세 이하의 소아에게 투약하는 항암제(경구)
예외구분코드,51,"운반 및 보관중 냉동, 냉장 또는 차광을 필요로 하는 주사제(2001.11.15 삭제)"
예외구분코드,52,주사제를 원내 투약한 경우(2001.11.15 신설)
예외구분코드,53,항암제중 주사제(2001.11.15 삭제)
예외구분코드,55,검사를 위하여 필요하거나 수술 및 처치에 사용하는 의약품
예외구분코드,57,예외약제와 동시 투여하는 약제
예외구분코드,61,"국군의료시설 및 경찰병원에서 그 업무수행으로서 군인환자 및 경찰환자에 대하여 조제하는 경우, 중앙소방전문치료센터에서 그 업무수행으로서 소방공무원에 대하여 조제하는 경우"
예외구분코드,99,퇴장방지의약품의 사용장려비용을 청구하는 경우
예외구분코드,$         ,예외구분코드오류
요양급여비용총액조정사유코드,$         ,해당사항없음
요양급여비용총액조정사유코드,E         ,비급여 또는 요양급여비용의 100분의100본인부담항목 조정
요양급여비용총액조정사유코드,G         ,중복청구비용 조정
요양급여비용총액조정사유코드,H         ,소멸시효기간이 경과된 요양급여비용 조정
요양급여비용총액조정사유코드,U         ,"의약분업관련 의사, 치과의사의 허용범위외 직접조제"
요양종별코드,1,상급종합병원
요양종별코드,11,종합병원
요양종별코드,21,병원
요양종별코드,28,요양병원
요양종별코드,29,정신요양병원
요양종별코드,31,의원
요양종별코드,41,치과병원
요양종별코드,51,치과의원
요양종별코드,61,조산원
요양종별코드,71,보건소
요양종별코드,72,보건지소
요양종별코드,73,보건진료소
요양종별코드,74,모자보건센타
요양종별코드,75,보건의료원
요양종별코드,81,약국
요양종별코드,91,한방종합병원
요양종별코드,92,한방병원
요양종별코드,93,한의원
요양종별코드,94,한약방
요양종별코드,99,비요양기관
요양종별코드,ZZ        ,ZZZZZZZZZZZZZZ
의료급여종별코드,0,미지정기관
의료급여종별코드,1,1종 수급권자
의료급여종별코드,2,2종 수급권자
의료급여종별코드,3,3종:94.1.1 진료분부터 폐지
의료급여종별코드,4,행려환자 1종
의료급여종별코드,5,2001.10.1진료분부터 폐지
의료급여종별코드,6,2종 장애인 2차의료급여
의료급여종별코드,7,7종:94.1.1 진료분부터 폐지
의료급여종별코드,8,2종 장애인 1차의료급여
의료급여종별코드,9,외국인근로자 등 소외계층
의료급여종별코드,$         ,의료급여종별코드오류
의료급여종별코드,N         ,노숙인 1종
의료급여지표요양구분코드,10,의료급여3차기관
의료급여지표요양구분코드,20,종합병원 400병상이상
의료급여지표요양구분코드,30,종합병원 200~399병상
의료급여지표요양구분코드,31,의원
의료급여지표요양구분코드,40,종합병원 200병상 미만
의료급여지표요양구분코드,50,병원 60병상 이상
의료급여지표요양구분코드,51,치과의원
의료급여지표요양구분코드,60,병원 60병상 미만
의료급여지표요양구분코드,61,조산원
의료급여지표요양구분코드,70,치과병원
의료급여지표요양구분코드,71,보건소
의료급여지표요양구분코드,72,보건지소
의료급여지표요양구분코드,73,보건진료소
의료급여지표요양구분코드,74,모자보건센터
의료급여지표요양구분코드,75,보건의료원
의료급여지표요양구분코드,80,의료급여전문병원
의료급여지표요양구분코드,81,약국
의료급여지표요양구분코드,92,한방병원
의료급여지표요양구분코드,93,한의원
의료급여청구구분코드,1,1차의료보호지정진료분
의료급여청구구분코드,2,2차중복의료보호지정요양기관에서1차진료건
의료급여청구구분코드,9,"무료진료,노숙자및외국인근로자"
의료급여청구구분코드,$         ,의료급여청구구분오류
입원경로구분코드,1,타요양기관경유
입원경로구분코드,2,응급구조대
입원경로구분코드,3,기타
입원경로구분코드,11,타요양기관경유 응급실
입원경로구분코드,12,타요양기관경유 외래
입원경로구분코드,21,응급구조대 응급실
입원경로구분코드,22,응급구조대 외래
입원경로구분코드,31,기타 응급실
입원경로구분코드,32,기타 외래
입원경로구분코드,$         ,입원경로오류
입원도착경로구분코드,11,타요양기관경유 응급실
입원도착경로구분코드,12,타요양기관경유 외래
입원도착경로구분코드,21,응급구조대 응급실
입원도착경로구분코드,22,응급구조대 외래
입원도착경로구분코드,31,기타 응급실
입원도착경로구분코드,32,기타 외래
입원도착경로구분코드,$         ,입원도착경로구분오류
입원외래구분코드,0,전체
입원외래구분코드,1,입원
입원외래구분코드,2,외래
입원외래구분코드,$         ,기타
자율요양구분코드,10,종합병원 3차진료기관 800병상 이상(의료급여 3차기관)
자율요양구분코드,20,종합병원 3차진료기관 800병상 미만(의료급여 종합병원 800병상이상)
자율요양구분코드,30,종합병원 400 병상 이상(의료급여 종합병원 400-799병상)
자율요양구분코드,40,종합병원 200-399 병상
자율요양구분코드,50,종합병원 200 병상 미만
자율요양구분코드,60,병원 60 병상 이상(병원)
자율요양구분코드,70,병원 60 병상 미만(요양병원)
자율요양구분코드,80,치과병원
자율요양구분코드,84,치과의원(치주과)
자율요양구분코드,88,치과의원(비치주과)
자율요양구분코드,100,의원 일반의
자율요양구분코드,104,의원 내과
자율요양구분코드,108,의원 신경과
자율요양구분코드,112,의원 정신과
자율요양구분코드,116,의원 일반외과
